pre-2013,orig.position,dummy.random.order,reviewer.uw,link,trail,other.trails,other.trails.mw,year,month,day,author,anon.author,flowerbadge,bugs.summary,snow.summary,num.pics,flower.in.pics ,flowers.in.pics.spp,bugs.sentiment,wildlife.sentiment,crowding.sentiment,trail.condition.sentiment,weather.sentiment,view.sentiment,wildflower.sentiment,overall.report.sentiment,spp.mentioned,wildflower.value.terms,value.terms,flag,flag.comment,flag.resolved.comment,conflictive
no,88,502,Floris,https://www.wta.org/go-hiking/trip-reports/trip_report.2018-09-25.8679976102,skyline loop,no,no,2018,September,21,"wishfulwanderer
",22470,yes,No bugs,Snow free,4,0,NA,NA,5,3,2.5,3.5,4.5,NA,4.5,NA,NA,beautiful; plentiful; lots of; relatively quiet,,,,no
no,89,831,Jazzmine,https://www.wta.org/go-hiking/trip-reports/trip_report.2018-09-22.7504795881,skyline loop,no,no,2018,September,21,KatieJM,16740,no,No bugs,Snow free,4,1,uncertain 1,NA,4,NA,NA,2,5,NA,4,NA,NA,stunning; well worth,,,,no
no,89,840,Floris,https://www.wta.org/go-hiking/trip-reports/trip_report.2018-09-22.7504795881,skyline loop,no,no,2018,September,21,KatieJM,16740,no,No bugs,Snow free,4,2,uncertain 1; uncertain 2,NA,5,NA,NA,2,4,NA,4,NA,NA,stunning; vista; expansive view; enjoy; well worth; visit again,,,,no
no,90,306,Jazzmine,https://www.wta.org/go-hiking/trip-reports/trip_report.2018-09-23.4964406406,skyline loop,no,no,2018,September,19,Bob and Barb,13170,no,No bugs,Snow free,6,1,Anaphalis margaritacea,NA,3,NA,NA,NA,NA,3,3,Anaphalis margaritacea,were many,NA,,,,no
no,90,317,Floris,https://www.wta.org/go-hiking/trip-reports/trip_report.2018-09-23.4964406406,skyline loop,no,no,2018,September,19,Bob and Barb,13170,no,No bugs,Snow free,4,1,NA,NA,3,NA,NA,NA,NA,NA,3,NA,NA,pearly,,,,no
no,91,245,Jazzmine,https://www.wta.org/go-hiking/trip-reports/trip_report.2018-09-20.3758485324,skyline loop,no,no,2018,September,19,Nick.Wanderlust,18990,yes,No bugs,Intermittent snow - not hard to cross,2,1,uncertain 1,NA,NA,2,NA,NA,2,3,4.5,NA,certainly going to repeat this hike next when the flowers are in full bloom,truly spectacular; worth the effort; sad,flag,unknown species,species id,yes
no,91,,Floris,https://www.wta.org/go-hiking/trip-reports/trip_report.2018-09-20.3758485324,skyline loop,no,no,2018,September,19,Nick.Wanderlust,18990,yes,No bugs,Intermittent snow - not hard to cross,2,1,uncertain 1,NA,NA,1.5,NA,2,2,3,4,NA,NA,truly spectacular; difficult; worth the effort; so naturally sweet; extremely popular; absolutely packed; shrouded,,,,yes
no,91,454,Vicente,https://www.wta.org/go-hiking/trip-reports/trip_report.2018-09-20.3758485324,skyline loop,no,no,2018,September,19,Nick.Wanderlust,18990,yes,No bugs,Intermittent snow - not hard to cross,2,0,NA,NA,NA,2,NA,2,NA,NA,4,NA,NA,truly spectacular; difficult; worth the effort; naturally sweet; extremely popular; absolutely packed; shrouded in clouds,,,,yes
no,92,670,Jazzmine,https://www.wta.org/go-hiking/trip-reports/trip_report.2018-09-18.2856664100,skyline loop,no,no,2018,September,18,Becky Andrade,13020,no,No bugs,Intermittent snow - not hard to cross,4,1,Anemone occientalis,NA,4,NA,3,5,5,3,4.5,Anemone occidentalis,saw very few fresh one,no problem; really starting to come in; simply amazing; favorites,,,,no
no,92,743,Floris,https://www.wta.org/go-hiking/trip-reports/trip_report.2018-09-18.2856664100,skyline loop,no,no,2018,September,18,Becky Andrade,13020,no,No bugs,Intermittent snow - not hard to cross,4,0,NA,NA,4,NA,3,5,5,2.5,5,Western Pasque Flower,drying out quickly; saw a few fresh one,no problem; many; amazing; simply amazing; in my top two or three favorites,,,,no
no,93,465,Jazzmine,https://www.wta.org/go-hiking/trip-reports/trip_report.2018-10-20.5175799917,skyline loop,golden gate,no,2018,September,10,SoCalHiker,21060,no,No bugs,Snow free,3,0,NA,NA,NA,NA,NA,2,3,NA,4,NA,NA,whet my appetite,,,,no
no,93,555,Vicente,https://www.wta.org/go-hiking/trip-reports/trip_report.2018-10-20.5175799917,skyline loop,golden gate,no,2018,September,10,SoCalHiker,21060,no,No bugs,Snow free,3,0,NA,NA,NA,NA,NA,3,4,NA,3.5,NA,NA,whet my appetite,,,,no
no,94,681,Jazzmine,https://www.wta.org/go-hiking/trip-reports/trip_report.2018-09-08.1695858775,skyline loop,deadhorse creek,no,2018,September,5,CascadesandCoffee,13440,yes,Bugs were not too bad,Snow free,12,10,Mimulus lewisii; Gentiana calycosa; Aster alpinus; Luetkea pectinata; Mimulus guttatus; Pedicularis contorta; Arnica latifolia; Anaphalis margaritacea; Aster ledophyllus; Castilleja parviflora,NA,3.5,2,3,2,2.5,4.5,5,Mimulus lewisii; Mimulus guttatus; Luetkea pectinata; Arnica latifolia; Bistorta spp.;  Castilleja coccinea; Castilleja miniata; Gentiana calycosa; Aster alpinus; Aster ledophyllus; Pedicularis contorta;  Anaphalis margaritacea; Aster ledophyllus;  Chamerion angustifolium,more than I expected; pleasantly surprised; beautiful; around peak bloom; fading blooms; nice; interesting; completely filled,truly spectacular; beautiful,,,,no
no,94,687,Floris,https://www.wta.org/go-hiking/trip-reports/trip_report.2018-09-08.1695858775,skyline loop,deadhorse creek,no,2018,September,5,CascadesandCoffee,13440,yes,Bugs were not too bad,Snow free,4,11,uncertain 1; uncertain2,NA,5,1,NA,2,4,4.5,5,Pink Lewis Monkeyflower; monkeyflower; Pink Lewis Monkeyflower; Yellow Lewis Monkeyflower; partridgefoot; broadleaf arnica; bistort; crimson paintbrush; scarlet paintbrush; explorer's gentian; coiled beak lousewort; pearly everlasting; Cascade Aster; Alpine Aster; White Partridge Foot; Fireweed,a bit late; more than I expected; pleasantly surprised; still in bloom; not much; completely filled; around peak bloom; some; still meadows full; fading blooms; nice; blooming; past its prime; splash of color,truly spectacular; pretty bad; a bit late; more than I expected; pleasantly surprised; loud groaning and rumbling; more limited than usual; just visible; many interested; not much; neat; beautiful; beautiful; great; nice,,,,no
no,95,40,Ruben,https://www.wta.org/go-hiking/trip-reports/trip_report.2018-09-16.3873395165,skyline loop,no,no,2018,September,3,Leianna Ridgeway,17490,no,No bugs,Snow free,4,0,NA,NA,NA,4,3,4,3.5,2.5,4,NA,few,beautiful; pretty; dramatic; huge; big; amazing; perfect; hard enough; super crowded; super well signed; pretty difficult,,,,no
no,95,269,Jazzmine,https://www.wta.org/go-hiking/trip-reports/trip_report.2018-09-16.3873395165,skyline loop,no,no,2018,September,3,Leianna Ridgeway,17490,no,No bugs,Snow free,4,0,NA,NA,NA,2.5,3,4.5,3.5,2.5,4,NA,a few hanging on but most were gone,beautiful; glad; very pretty; dramatic; huge; big; amazing; perfect; hard enough; super crowded; super well signed; pretty difficult,,,,no
no,96,511,Jazzmine,https://www.wta.org/go-hiking/trip-reports/trip_report.2018-09-05.4984442354,skyline loop,camp muir,no,2018,September,3,mountainbeering,18600,yes,No bugs,Intermittent snow - not hard to cross,1,0,NA,NA,NA,3.5,3,4,4,3,4,NA,in full bloom,spectacular; enjoyed,,,,no
no,96,282,Floris,https://www.wta.org/go-hiking/trip-reports/trip_report.2018-09-05.4984442354,skyline loop,camp muir,no,2018,September,3,mountainbeering,18600,yes,No bugs,Intermittent snow - not hard to cross,1,0,NA,NA,NA,3,3,4,5,4,4,NA,full bloom,spec[ta]cular; enjoyed; less than; very straightforward; slower; less pleasant; good; helpful; well kicked-in; ruined; never ending; crazy; completely empty; meh; far from the best; added some spice; best,,,,no
no,97,296,Jazzmine,https://www.wta.org/go-hiking/trip-reports/trip_report.2018-09-02.6928586737,skyline loop,golden gate; deadhorse creek; moraine trail,no,2018,September,2,demonstrate,14070,yes,Bugs were not too bad,Snow free,1,0,NA,NA,NA,NA,NA,5,NA,NA,4.5,NA,NA,terrific; glad to have extra time,,,,no
no,97,365,Ruben,https://www.wta.org/go-hiking/trip-reports/trip_report.2018-09-02.6928586737,skyline loop,golden gate; deadhorse creek; moraine trail,no,2018,September,2,demonstrate,14070,yes,Bugs were not too bad,Snow free,1,0,NA,NA,NA,NA,NA,5,NA,NA,4,NA,NA,terrific,,,,no
no,98,121,Jazzmine,https://www.wta.org/go-hiking/trip-reports/trip_report.2018-09-01.0544580935,skyline loop,no,no,2018,August,31,paubear08,19470,yes,No bugs,Snow free,4,2,Mimulus spp.; uncertain 1; uncertain 2,NA,4,NA,2.5,2,4,NA,4.5,NA,NA,it delivered; unfortunately; still plenty to see; friendly; definitely a hike I plant to go back,flag,unknown species,species id,no
no,98,364,Floris,https://www.wta.org/go-hiking/trip-reports/trip_report.2018-09-01.0544580935,skyline loop,no,no,2018,August,31,paubear08,19470,yes,No bugs,Snow free,4,4,uncertain 1; uncertain 2; uncertain 3; uncertain 4,NA,4,NA,NA,2,3,NA,4,NA,NA,scenic; unfortunately; still plenty; eases; too cloudy to see anything; friendly; impressive; good,,,,no
no,99,822,Jazzmine,https://www.wta.org/go-hiking/trip-reports/trip_report.2018-08-27.9033585052,skyline loop,no,no,2018,August,19,Carolina_Gypsie,13410,yes,Bugs were not too bad,Snow free,0,0,NA,NA,NA,2,2.5,NA,NA,NA,3,NA,NA,difficult; doable; nice; ALOT,,,,no
no,99,846,Floris,https://www.wta.org/go-hiking/trip-reports/trip_report.2018-08-27.9033585052,skyline loop,no,no,2018,August,19,Carolina_Gypsie,13410,yes,Bugs were not too bad,Snow free,0,0,NA,NA,NA,2,2,NA,NA,NA,3,NA,NA,a little difficult; weak; good; totally doable; nice; easy; ALOT; ,,,,no
no,100,167,Floris,https://www.wta.org/go-hiking/trip-reports/trip_report.2018-08-19.0212588541,skyline loop,no,no,2018,August,18,Dan Baird,13890,yes,No bugs,Snow free,4,0,NA,NA,5,3,3,NA,5,4,5,NA,filled with,so amazing; easier; magnificent; lucky; excited; ridiculous; quieter; ,,,,no
no,100,727,Ruben,https://www.wta.org/go-hiking/trip-reports/trip_report.2018-08-19.0212588541,skyline loop,no,no,2018,August,18,Dan Baird,13890,yes,No bugs,Snow free,4,0,NA,NA,4,3.5,3,NA,5,NA,4,NA,NA,amazing; a little easier; magnificent; got lucky; a ton of people; most excited; ridiculous; good; much quieter; manic; strenous; moderate,,,,no
no,101,186,Jazzmine,https://www.wta.org/go-hiking/trip-reports/trip_report.2018-08-22.0984317047,skyline loop,alta vista,no,2018,August,17,Christina Hickman,13650,yes,Bugs were not too bad,Snow free,3,0,NA,NA,3.5,3,NA,4,4.5,4,4.5,NA,lots of,worth it; stunning,,,,no
no,101,608,Vicente,https://www.wta.org/go-hiking/trip-reports/trip_report.2018-08-22.0984317047,skyline loop,alta vista,no,2018,August,17,Christina Hickman,13650,yes,Bugs were not too bad,Snow free,3,0,NA,NA,4,4,NA,4,5,4,4,NA,great,so excited; great; stunning; solitude; luckily,,,,no
no,102,700,Jazzmine,https://www.wta.org/go-hiking/trip-reports/trip_report.2018-08-12.6782510715,skyline loop,no,no,2018,August,12,demonstrate,14070,yes,Bugs were an annoyance,Intermittent snow - not hard to cross,3,2,Anemone occidentalis; Bistorta bistortoides ,NA,NA,NA,NA,2.5,NA,1.5,3,Lupinus spp.,didn't see lupines; unfortunately; stopped blooming; also off peak now; would be gone in no time,did have fun,,,,yes
no,102,98,Vicente,https://www.wta.org/go-hiking/trip-reports/trip_report.2018-08-12.6782510715,skyline loop,no,no,2018,August,12,demonstrate,14070,yes,Bugs were an annoyance,Intermittent snow - not hard to cross,3,2,Anemone occidentalis; Bistorta bistortoides ,NA,3,NA,NA,2.5,NA,2,3,Lupinus spp.,didn't see lupines; unfortunately,NA,,,,yes
no,103,399,Floris,https://www.wta.org/go-hiking/trip-reports/trip_report.2018-08-12.7217678135,skyline loop,paradise glacier; golden gate; lakes loop,no,2018,August,11,AlpsDayTripper,12480,yes,No bugs,Snow free,4,8,uncertain 1; uncertain 2; uncertain 3; uncertain 4; uncertain 5; uncertain 6; uncertain 7; uncertain 8,NA,NA,NA,NA,NA,NA,2.5,3,paintbrush; lousewort; lupine; asters; bistort; mouse on a stick; coiled beak lousewort; monkey flowers; magenta paintbrush; bracket lousewort; rainier louswort; corn silk,not many areas of dense wildflower blooms; start to fade; bad year; fading blooms; gone to seed; never flowered; fading; gone to seed; good; pretty; ,not many areas of dense wildflower blooms; start to fade; bad year; fading blooms; gone to seed; never flowered; fading; gone to seed; good; pretty;,,,,no
no,103,812,Ruben,https://www.wta.org/go-hiking/trip-reports/trip_report.2018-08-12.7217678135,skyline loop,paradise glacier; golden gate; lakes loop,no,2018,August,11,AlpsDayTripper,12480,yes,No bugs,Snow free,4,9,uncertain 1; uncertain 2; uncertain 3; uncertain 4; uncertain 5; uncertain 6; uncertain 7;  uncertain 8; uncertain 9,NA,NA,NA,NA,NA,NA,2.5,3,paintbrush; louseworts; lupine; asters; bistort; mouse on a stick; coiled-beak lousewort; monkey flowers; magenta paintbrush; braced and rainier lousewort; corn silk,fade; bad year; fading; fading; good,NA,,,,no
no,104,315,Floris,https://www.wta.org/go-hiking/trip-reports/trip_report.2018-08-14.5045022715,skyline loop,no,no,2018,August,10,Bob and Barb,13170,yes,No bugs,Snow free,4,4,uncertain 1; uncertain 2; uncertain 3; uncertain 4,NA,3,1.5,3,NA,NA,2,3,sickletop lousewort; alpine aster; pasqueflower seedhead; gentian; pink heather; white heather; ladies' tresses; small flowered penstemon; bistort; bird's beak lousewort; lewis' monkey flower,past their prime,past their prime,,,,yes
no,104,799,Ruben,https://www.wta.org/go-hiking/trip-reports/trip_report.2018-08-14.5045022715,skyline loop,no,no,2018,August,10,Bob and Barb,13170,yes,No bugs,Snow free,4,4,uncertain 1; uncertain 2; uncertain 3; uncertain 4; uncertain 5,NA,3,1,2,NA,NA,2,2,Sickletop lousewort; alpine aster; pasqueflower seedhead; gentian; pink and white heather; ladies' tresses; small flowered penstemon; bistort; bird's beak lousewort; Lewis' monkey flower,past their prime,NA,,,,yes
no,105,291,Floris,https://www.wta.org/go-hiking/trip-reports/trip_report.2018-08-10.8045607705,skyline loop,no,no,2018,August,8,JennekeHikes,15900,yes,Bugs were an annoyance,Intermittent snow - not hard to cross,4,1,uncertain 1,1,5,4,NA,3,4,2.5,4,NA,wildflower haze limited visibilty,plenty of beauty; stunning views; persistent; wonderful; annoyance; happy; enjoy; spectacular; ever present; quiet can still be found,,,,no
no,105,311,Vicente,https://www.wta.org/go-hiking/trip-reports/trip_report.2018-08-10.8045607705,skyline loop,no,no,2018,August,8,JennekeHikes,15900,yes,Bugs were an annoyance,Intermittent snow - not hard to cross,4,0,NA,1.5,4,4,NA,3,5,3,4,NA,limited visibility,plenty of beauty; stunning; wonderful; annoyance; exposed; very happy,,,,no
no,106,,Floris,https://www.wta.org/go-hiking/trip-reports/trip_report.2018-08-09.7367240201,skyline loop,no,no,2018,August,8,audg86,12840,no,Bugs were not too bad,Intermittent snow - not hard to cross,4,4,uncertain 1; uncertain 2; uncertain 3; uncertain 4,NA,NA,2,NA,2.5,4,4,4,NA,worth it,HOT; a ton; gorgeous; beautiful; missing; worth it,,,,no
no,106,158,Ruben,https://www.wta.org/go-hiking/trip-reports/trip_report.2018-08-09.7367240201,skyline loop,no,no,2018,August,8,audg86,12840,no,Bugs were not too bad,Intermittent snow - not hard to cross,4,2,uncertain1; uncertain2; uncertain3; uncertain4,NA,NA,2,NA,2,4.5,3,3.5,NA,NA,gorgeous; beautiful; worth it,,,,no
no,106,639,Vicente,https://www.wta.org/go-hiking/trip-reports/trip_report.2018-08-09.7367240201,skyline loop,no,no,2018,August,8,audg86,12840,no,Bugs were not too bad,Intermittent snow - not hard to cross,4,2,Aster ledophyllus; Polygonum bistortoides; uncertain1,NA,NA,2.5,NA,3,4,3,4,NA,NA,HOT; gorgeous; beautiful,,,,no
no,107,345,Floris,https://www.wta.org/go-hiking/trip-reports/trip_report.2018-08-09.8873154863,skyline loop,no,no,2018,August,8,Todd@toddaagard.com,21810,no,Bugs were not too bad,Intermittent snow - not hard to cross,4,2,uncertain 1; uncertain 2,NA,NA,NA,NA,3,3,3,4,NA,come and gone,always a classic; so good; not bad; not good; would not recommend,,,,no
no,107,234,Vicente,https://www.wta.org/go-hiking/trip-reports/trip_report.2018-08-09.8873154863,skyline loop,no,no,2018,August,8,Todd@toddaagard.com,21810,no,Bugs were not too bad,Intermittent snow - not hard to cross,4,2,uncertain1; uncertain2,NA,NA,NA,NA,2.5,NA,4,4,NA,suggest going to see,classic; so good; not bad; not good; would not recommend,flag,flower id,species id,no
no,108,169,Floris,https://www.wta.org/go-hiking/trip-reports/trip_report.2018-08-07.5541544044,skyline loop,no,no,2018,August,6,old man,19290,yes,Bugs were not too bad,Intermittent snow - not hard to cross,4,2,uncertain 1; uncertain 2,3,3,2.5,NA,3,NA,NA,3,NA,NA,Despite my best intentions; clear; ,,,,no
no,108,582,Vicente,https://www.wta.org/go-hiking/trip-reports/trip_report.2018-08-07.5541544044,skyline loop,no,no,2018,August,6,old man,19290,yes,Bugs were not too bad,Intermittent snow - not hard to cross,4,1,uncertain1,3,NA,3,NA,2.5,NA,NA,4,NA,NA,NA,,,,no
no,109,623,Ruben,https://www.wta.org/go-hiking/trip-reports/trip_report.2018-08-06.8915378156,skyline loop,no,no,2018,August,5,Mrs. Sabin,18660,yes,Bugs were an annoyance,Intermittent snow - not hard to cross,3,1,uncertain 1,NA,NA,2,2,2,NA,NA,3,NA,NA,enjoyed,,,,yes
no,109,814,Floris,https://www.wta.org/go-hiking/trip-reports/trip_report.2018-08-06.8915378156,skyline loop,no,no,2018,August,5,Mrs. Sabin,18660,yes,Bugs were an annoyance,Intermittent snow - not hard to cross,3,3,uncertain 1; uncertain 2; uncertain 3,NA,NA,3,2.5,4,NA,NA,4,NA,NA,enjoyed,,,,yes
no,110,,Jordana,https://www.wta.org/go-hiking/trip-reports/trip_report.2018-08-06.1208451211,skyline loop,no,no,2018,August,5,jenkoval93,15870,yes,Bugs were not too bad,Intermittent snow - not hard to cross,4,4,Anemone occidentalis; Castilleja parviflora; Phyllodoce empetriformis; Polygonum bistortoides; Gentiana calycosa,1.5,4,1,3.5,NA,5,4,3,NA,tons,majestic; full views; loved; not too bad; annoying; heartbreaking; extremely frustrating; disrespect; beside myseld; beauty,,,,no
no,110,428,Vicente,https://www.wta.org/go-hiking/trip-reports/trip_report.2018-08-06.1208451211,skyline loop,no,no,2018,August,5,jenkoval93,15870,yes,Bugs were not too bad,Intermittent snow - not hard to cross,4,2,Anemone occidentalis; Polygonum bistortoides; Gentiana calycosa,2.5,5,2,NA,NA,5,4,4,NA,tons,suprised!; very loud; majestic!!; loved it; very easy; not too bad; annoying; truly heart breaking; beauty; worth it,,,,no
no,110,377,Floris,https://www.wta.org/go-hiking/trip-reports/trip_report.2018-08-06.1208451211,skyline loop,no,no,2018,August,5,jenkoval93,15870,yes,Bugs were not too bad,Intermittent snow - not hard to cross,4,3,uncertain 1; uncertain 2; uncertain 3,2,5,1,3,NA,5,5,3.5,NA,tons of,Boy was I surprised; very loud; majestic; loved it; very easy; nothing to worry about; not too bad; annoying; truly heartbreaking; extremely frustrating; disrespect; I'm really beside myself; beauty; it's worth it,,,,no
no,111,631,Vicente,https://www.wta.org/go-hiking/trip-reports/trip_report.2018-08-04.8194756691,skyline loop,High Lakes Loop,no,2018,August,4,ksol595,17190,yes,Bugs were not too bad,Snow free,0,0,NA,NA,3,3,NA,5,5,3,4,NA,blooming,good spirits; beautiful; perfect; great; crazy long,,,,yes
no,111,654,Floris,https://www.wta.org/go-hiking/trip-reports/trip_report.2018-08-04.8194756691,skyline loop,High Lakes Loop,no,2018,August,4,ksol595,17190,yes,Bugs were not too bad,Snow free,0,0,NA,NA,5,3,NA,5,5,5,4.5,NA,many; blooming,quite a few; good spirits; enjoying; beautiful; perfect; not too; not too; lots of; great; wonderful; thanks!;  ,,,,yes
no,112,607,Jordana,https://www.wta.org/go-hiking/trip-reports/trip_report.2018-08-02.6724102949,skyline loop,Golden Gate,no,2018,August,1,mytho-man,18810,yes,No bugs,Snow free,4,2,Phyllodoce empetriformis; Castilleja parviflora; Anemone occidentalis; uncertain 1,3,NA,3,3,5,3,4,4.5,NA,very nice,dangerous; perfect; magnificent,,,,no
no,112,677,Floris,https://www.wta.org/go-hiking/trip-reports/trip_report.2018-08-02.6724102949,skyline loop,Golden Gate trail,no,2018,August,1,mytho-man,18810,yes,No bugs,Snow free,4,4,uncertain 1; uncertain 2; uncertain 3; uncertain 4,5,NA,3.5,NA,5,5,5,5,NA,very nice,did not have any problem; dangerous; perfect; lots of; perks; very nice; magnificent,,,,no
no,113,331,Vicente,https://www.wta.org/go-hiking/trip-reports/trip_report.2018-08-02.3005057252,skyline loop,no,no,2018,August,1,cloudmistress,13710,yes,Bugs were not too bad,Intermittent snow - not hard to cross,0,0,NA,NA,3,3,4,4,4,NA,4,NA,NA,admire,,,,no
no,113,496,Ruben,https://www.wta.org/go-hiking/trip-reports/trip_report.2018-08-02.3005057252,skyline loop,no,no,2018,August,1,cloudmistress,13710,yes,Bugs were not too bad,Intermittent snow - not hard to cross,0,0,NA,NA,3,2.5,4,NA,3.5,NA,3.5,NA,NA,great,,,,no
no,114,265,Ruben,https://www.wta.org/go-hiking/trip-reports/trip_report.2018-08-03.2779079501,skyline loop,no,no,2018,August,1,old man,19290,yes,Bugs were not too bad,Intermittent snow - not hard to cross,4,2,uncertain 1; uncertain 2; uncertain 3,3.5,NA,3.5,3,3.5,3.5,2.5,3,NA,NA,nicer,,,,no
no,114,819,Ruben,https://www.wta.org/go-hiking/trip-reports/trip_report.2018-08-03.2779079501,skyline loop,no,no,2018,August,1,old man,19290,yes,Bugs were not too bad,Intermittent snow - not hard to cross,4,2,uncertain 1; uncertain 2; uncertain 3; uncertain 4; uncertain 5,3,NA,3.5,3,3,3,3,3,NA,nicer,quiet; nicer,,,,no
no,114,,Floris,https://www.wta.org/go-hiking/trip-reports/trip_report.2018-08-03.2779079501,skyline loop,no,no,2018,August,1,old man,19290,yes,Bugs were not too bad,Intermittent snow - not hard to cross,4,2,uncertain 1; uncertain 2; uncertain 3; uncertain 4; uncertain 5,3,NA,3,3,NA,4,3.5,4,NA,nicer,quiet; nicer,,,,no
no,115,357,Ruben,https://www.wta.org/go-hiking/trip-reports/trip_report.2018-08-01.2362115973,skyline loop,no,no,2018,August,1,a boy and his mother,12180,yes,Bugs were not too bad,Intermittent snow - not hard to cross,4,1,uncertain 1,NA,NA,2.5,2.5,NA,3.5,NA,3.5,NA,NA,love,,,,no
no,115,640,Vicente,https://www.wta.org/go-hiking/trip-reports/trip_report.2018-08-01.2362115973,skyline loop,no,no,2018,August,1,a boy and his mother,12180,yes,Bugs were not too bad,Intermittent snow - not hard to cross,4,0,NA,NA,NA,3,NA,NA,4,NA,4,NA,NA,love; overfilled,,,,no
no,116,507,Floris,https://www.wta.org/go-hiking/trip-reports/trip_report.2018-07-31.7477365552,skyline loop,no,no,2018,July,31,laurensimone,17400,yes,Bugs were not too bad,Intermittent snow - not hard to cross,4,3,uncertain 1; uncertain 2; uncertain 3,4,4,NA,5,4,5,4,4.5,NA,pleased to see,lovely; there were hardly any; plenty happy; well; definitely not easy; a bit more; very little; stunning; great; clean; lifesaver; pleased; treated; glorious; watch out; carefully; [not] difficult; fun; pleased; beautiful; gorgeous; fun,,,,no
no,116,836,Ruben,https://www.wta.org/go-hiking/trip-reports/trip_report.2018-07-31.7477365552,skyline loop,no,no,2018,July,31,laurensimone,17400,yes,Bugs were not too bad,Intermittent snow - not hard to cross,4,2,uncertain 1; uncertain 2,2,3,4,2.5,,5,4,4.5,NA,pleased,lovely; happy; happy; not easy; stunning; great; lifesaver; glorious; fun; wonderful; pleased; beautiful; most gorgeous; fun,,,,no
no,117,322,Floris,https://www.wta.org/go-hiking/trip-reports/trip_report.2018-07-31.8937753221,skyline loop,no,no,2018,July,30,Smooth Operator,21000,yes,Bugs were not too bad,Intermittent snow - not hard to cross,0,0,NA,4,4,2.5,NA,3,3,4,4.5,NA,Lots of,plenty; great; crazy; good,,,,no
no,117,568,Vicente,https://www.wta.org/go-hiking/trip-reports/trip_report.2018-07-31.8937753221,skyline loop,no,no,2018,July,30,Smooth Operator,21000,yes,Bugs were not too bad,Intermittent snow - not hard to cross,0,0,NA,3,4,2.5,NA,2.5,3,4,4,NA,blooming,crowded; great; easy going,,,,no
no,119,33,Ruben,https://www.wta.org/go-hiking/trip-reports/trip_report.2018-07-31.3935382014,skyline loop,no,no,2018,July,29,tenderfootadventures,21480,yes,Bugs were not too bad,Intermittent snow - not hard to cross,4,1,Castilleja parviflora;,NA,NA,3,3,NA,5,NA,5,NA,NA,no better way; moderately difficult; popular; nice; amazing; wonderful,,,,no
no,119,843,Jazzmine,https://www.wta.org/go-hiking/trip-reports/trip_report.2018-07-31.3935382014,skyline loop,no,no,2018,July,29,tenderfootadventures,21480,yes,Bugs were not too bad,Intermittent snow - not hard to cross,4,1,Castilleja parviflora,NA,NA,NA,3,NA,5,NA,4,NA,NA,no better way; glory; moderately difficult; popular; nice; amazing; enjoy; wonderful,,,,no
no,120,,Jordana,https://www.wta.org/go-hiking/trip-reports/trip_report.2018-07-30.2029838354,skyline loop,no,no,2018,July,29,nwroth,19200,no,Bugs were not too bad,Intermittent snow - not hard to cross,4,1,uncertain 1; uncertain 2,NA,NA,3,3.5,2.5,5,NA,4,NA,NA,good; hottest; kudos; excellent; even better; full; sweet,,,,no
no,120,189,Floris,https://www.wta.org/go-hiking/trip-reports/trip_report.2018-07-30.2029838354,skyline loop,no,no,2018,July,29,nwroth,19200,no,Bugs were not too bad,Intermittent snow - not hard to cross,4,0,NA,NA,NA,2.5,4,3,5,NA,4,NA,NA,nice; quick; quiet; good; hottest; good; excellent; even better; not [...] enough; pretty full; sweet; sweet,,,,no
no,120,759,Ruben,https://www.wta.org/go-hiking/trip-reports/trip_report.2018-07-30.2029838354,skyline loop,no,no,2018,July,29,nwroth,19200,no,Bugs were not too bad,Intermittent snow - not hard to cross,4,1,uncertain1; uncertain2,NA,NA,2.5,4,1,5,NA,3.5,NA,NA,good; excellent; even better; sweet; sweet,,,,no
no,121,536,Floris,https://www.wta.org/go-hiking/trip-reports/trip_report.2018-07-31.5585232862,skyline loop,no,no,2018,July,29,Liz M,17670,yes,Bugs were an annoyance,Snow free,1,0,NA,NA,NA,2,4,3,5,NA,4,NA,NA,without a problem; already mostly full; fun; even more amazing; full of cars; awesome; pleasant,,,,no
no,121,597,Vicente,https://www.wta.org/go-hiking/trip-reports/trip_report.2018-07-31.5585232862,skyline loop,Myrtle Falls,no,2018,July,29,Liz M,17670,yes,Bugs were an annoyance,Snow free,1,0,NA,NA,NA,3,NA,3,5,NA,4,NA,NA,great; even more amazing; OUT!; awesome,,,,no
no,122,,Jordana,https://www.wta.org/go-hiking/trip-reports/trip_report.2018-07-29.5216293621,skyline loop,Camp Muir; Pebble Creek; Lakes Loop,no,2018,July,29,Stuke Sowle,21330,yes,Bugs were not too bad,Snowfields to cross - could be difficult,3,0,NA,2.5,4,3,3,3,5,3,4,NA,popping,trying; fantastic; fulfilling; gentle; incredible; perfect; dinged up; highly recommended; stellar,,,,no
no,122,541,Floris,https://www.wta.org/go-hiking/trip-reports/trip_report.2018-07-29.5216293621,skyline loop,Camp Muir; Pebble Creek; Lakes Loop,no,2018,July,29,Stuke Sowle,21330,yes,Bugs were not too bad,Snowfields to cross - could be difficult,3,0,NA,2.5,5,5,4,3,5,4,5,NA,popping,never get tired; good jaunt; trying my patience; fantastic; enjoying; more fulfilling experience; swarming; they didn't but me; gentle; wide open; more inquisitive than normal; nothing serious; incredible; perfect; never mind it; pretty dinged; pretty major; stellar; ,,,,no
